96907.0205.wav|이 사람이 왜 여기다 이걸 배치했고 이게 왜 1번이고 이게 왜 7번인지
"96907.0206.wav|이 곡에는 왜 이 노래, 이 사운드로 시작하는지"
96907.0207.wav|그런 것들을 중요하게 구성하는 작가가 되고 싶었어요
96907.0208.wav|그래서 이번 판을 내는 데는 약간의 운도 작용했고
96907.0209.wav|그래서 어쨌든 우여곡절 끝에 내게 된 판이 'MONO'고요
96907.0210.wav|제가 본격적으로 이런 것들을 모아서 엮어서 정리하게 된 건
96907.0211.wav|이제 18년 4월 정도부터고
96907.0212.wav|그다음에 녹음을 미루다가
96907.0213.wav|목이 항상 안 좋아서 계속 미루다가
96907.0214.wav|출국하기 일주일 전에 한 3~4곡 정도를 몰아서 녹음했습니다
96907.0215.wav|밤 새면서 굉장히 몰아서 녹음해서
96907.0216.wav|왜냐하면 해외 나가서 녹음할 수 있는데
96907.0217.wav|이제 공연 진행하는 상태에서 목이 안 좋고 컨디션에 영향이 가기 때문에
96907.0218.wav|굉장히 몰아서 녹음을 했던 그런 기억이 있네요
96907.0219.wav|전체적인 얘기는 여기까지 할게요
96907.0220.wav|별로 얘기 안 한 것 같은데 벌써 17분이죠
96907.0221.wav|말이 너무 많아요
96907.0222.wav|그게 단점이에요 말이 너무 많습니다
96907.0223.wav|좀 쉬어갈게요
96907.0224.wav|잘 쉬었습니다
96907.0225.wav|그러면 한번 1번 트랙부터 짚어볼게요
96907.0226.wav|그러니까 저는 근데... 이 얘기를 안 했네
96907.0227.wav|이번 앨범...
"96907.0228.wav|이번 판을 내면서 제가 제일 하고 싶었던 거는 무게를 덜자였어요, 힘을 많이 빼자"
"96907.0229.wav|힘 빼자, 내가 뭔가를 증명하겠다"
96907.0230.wav|내가 뭔가를 해서 보여줄 거야
96907.0231.wav|내가 뭔가를 어떻게 해버릴 거야 이런 거를 좀 없애자
96907.0232.wav|뭔가를 증명해야 되고 그거를 제가 한다고 해서 사람들이 알아주는 것도 아니에요
96907.0233.wav|다 그렇게 되는 것도 아니고
96907.0234.wav|그래서 그냥 저는 오로지 제가 하고 싶은 거 하고 싶었어요
96907.0235.wav|지금 내가 제일 하고 싶었던 거
96907.0236.wav|그래서 여백을 많이 구성했어요
96907.0237.wav|보면 앨범 커버 자체도 굉장히 여백이 많죠?
96907.0238.wav|뭔가 막 이렇게 복잡한 커버 말고 굉장히 여백이 많은 커버로 선택했고
96907.0239.wav|가사도 일부러 공개를 안 했고요
96907.0240.wav|많은 여백을 가지고 사람들과 여러 가지 표정과 생각으로
96907.0241.wav|상황으로 얘기를 나누고 싶었기 때문에 어떻게 보면 이게 소통이잖아요
96907.0242.wav|여러분들이랑 저랑 하고 있는 소통이고
96907.0243.wav|이 V LIVE뿐만 아니라 그 판 전체가요
96907.0244.wav|그래서 지금 이제 한 트랙씩 얘기를 할 건데
96907.0245.wav|이제 많은 얘기 안 할 거예요 이게 어떤 의미다라고
96907.0246.wav|저는 사실 학교다닐 때 제가 제일 공부하기 싫었던 거는 이제 시 이런 거 있잖아요
96907.0247.wav|저도 시 되게 좋아했으니까
96907.0248.wav|저도 한때 꿈이 시인이었으니까
96907.0249.wav|시 보면 이 시상은 이런 역사적 상황에 비춰볼 때 이런 의미였다
"96907.0250.wav|이렇게 정의해 버리는 게 마음에 안 들더라고요, 아닐 수도 있는데"
"96907.0251.wav|그냥 이 사람은 이 단어, 이 자연이 좋아서 그런 단어를 썼을 수도 있는데"
96907.0252.wav|왜 이거를 함부로 규정짓는 거지?
96907.0253.wav|그 사람이 사후든 아니면 지금 살아계시든 간에
96907.0254.wav|이 사람이 쓴 의도를 함부로 단정지을 수 있을까?
96907.0255.wav|그리고 그 사람이 쓴 의도가 중의적일 수도 있잖아요
"96907.0256.wav|근데 이제 그런 걸 함부로 재단하는 게 저는 좀 마음에 안 들었었어요, 수업을 받을 때"
96907.0257.wav|그래서 그런 것에 대한 어떤 일환으로
96907.0258.wav|이제 이런 비하인드들을 지금 하나씩 얘기를 할 건데
96907.0259.wav|많은 얘기 안 할 거예요
"96907.0260.wav|이 가사는 이런 의미고요, 이 노래는 이러해서 이러고 싶어서 만들었고요"
96907.0261.wav|이런 얘기는 전혀 안 할 거라는 점 미리 고지드리고
96907.0262.wav|양해 부탁드리겠습니다
96907.0263.wav|거의 인트로만 했는데 지금 벌써 20분이죠?
96907.0264.wav|감기가 안 떨어져요
96907.0265.wav|이제 얘기해볼게요
96907.0266.wav|'Tokyo' 인트로예요
96907.0267.wav|1번 트랙
96907.0268.wav|이 노래는 이걸 처음부터 끝까지 들어보신 분은 알겠지만
96907.0269.wav|이 노래는 인트로일 수밖에 없어요
96907.0270.wav|이 노래가 1번이어야 돼요
96907.0271.wav|그리고 이 제목이 'Tokyo'인 이유는
96907.0272.wav|이제 동혁이가 먼저 써서 저한테 해서 제가 바꾼 트랙인데
96907.0273.wav|처음부터 'Tokyo'였어요
96907.0274.wav|근데 그 제목이 너무 완벽하다고 생각했어요
96907.0275.wav|왠지 모르겠어요 저는 넬 형님들의 'Tokyo'도 굉장히 좋아했고
"96907.0276.wav|브록햄튼이나 루프 피아스코의 'Paris, Tokyo'"
96907.0277.wav|사실 'Tokyo'라는 말이 들어가는 곡들은
96907.0278.wav|다 굉장히 저에게 좋은 시상이나 그런 걸 줬던 기억이 있어서
"96907.0279.wav|글쎄요, 저도 언젠간 도쿄에서 직접 곡을 써보고 싶다는 생각을 했었는데"
96907.0280.wav|그런 건 아니고 그냥 처음에 이 가이드의 제목이 'Tokyo'였던 것과
96907.0281.wav|여러 가지 이런 제가 생각하는 것들이 잘 맞다고 생각해서 'Tokyo'라고 지은 겁니다
96907.0282.wav|그냥 정말 다른 이유는 없어요
96907.0283.wav|예를 들면 'No More Dream'의 초안제목은 지구 멸망이었거든요
96907.0284.wav|근데 예를 들면 그거를 갖다가 지구 멸망으로 그냥 쓴 거예요
96907.0285.wav|그런 거고 이 노래는 인트로지만 가장 마지막에 작업하게 된 트랙입니다
96907.0286.wav|원래 이 노래가 없었는데 마지막에 제가 좀 꼭 넣고 싶다
96907.0287.wav|작업을 급하게 진행을 해서 들어가게 되었고요
96907.0288.wav|이 노래는 작업한지 한 두 달... 두 달이 아니지만
96907.0289.wav|투어 갔다 왔으니까 투어 가기 한 한 달 전부터 작업을 시작해서
96907.0290.wav|극적으로 마지막에 들어간 트랙인데
96907.0291.wav|이 트랙이 들어감으로써 굉장히 완성도가 있어졌다고 생각합니다
96907.0292.wav|이 노래는 약간 저한테 되게 어떤 의미가 있냐면
96907.0293.wav|의미라기보다는 그냥 이 에피소드를 하나 말씀드리자면
96907.0294.wav|이제 작업실이 있잖아요
96907.0295.wav|회사 작곡가들 작업실이 막 있는데
96907.0296.wav|오늘 따라 동혁이 작업실의 문이 활짝 열려있는 거예요
96907.0297.wav|불도 다 켜져 있고 얘가 뭐 하다 남았대요
96907.0298.wav|그래서 뭐가 이제 하나가 음악이 틀어져 있길래
96907.0299.wav|괜히 궁금해서
96907.0300.wav|사실 그러면 안 되지만 가서 이렇게 재생을 해봤어요
96907.0301.wav|동혁이가 워낙 노래를 잘 쓰니까
96907.0302.wav|해봤는데 제목이 'Tokyo'더라고요
96907.0303.wav|그래서 뭐지? 궁금해지는 제목인데? 이러면서 틀어봤는데
96907.0304.wav|노래가 너무 좋은 거예요
96907.0305.wav|그 피아노부터 시작해서 동혁이 가이드로 불러놨었는데
96907.0306.wav|노래가 너무 좋아서 그냥 좋았어요
"96907.0307.wav|좋아서 그냥 좋다, 동혁이 요즘 감성적인 곡 쓰나 보다 이러고 나왔는데"
96907.0308.wav|그 이틀 뒤인가? 제가 작업 때문에 작업실 자주 왔다갔다 하니까
96907.0309.wav|여기 뒤쪽 소파에 앉아 있는데
96907.0310.wav|동혁이가 와서 저한테 나 사실 좋은  노래 하나 있는데
96907.0311.wav|들어볼래? 이러는 거예요
96907.0312.wav|잘 안 그러... 잘 안 그러는 건 아니고 가끔 그러는데 자주 그러진 않거든요
96907.0313.wav|그래서 그래 했는데 딱 이걸 들려주더라고요
96907.0314.wav|그래서 차마 이제 들어봤다는 얘기는 못 해서
96907.0315.wav|좋다! 이러고 있는데
96907.0316.wav|동혁이가 이거 지금 너 느낌이랑 잘 어울릴 것 같지 않냐? 이러는 거예요
96907.0317.wav|옳다구나!
96907.0318.wav|바로 그냥 덥썩 물었죠
96907.0319.wav|나 줘 나 줘 이래서 제가 벌스 바꾸고
96907.0320.wav|사비 가사 입히고 이제 멜로디 좀 바꾸고
96907.0321.wav|이제 엄청 또
96907.0322.wav|제목이 'Tokyo'니까 샤미센도 들어갔으면 좋겠다고 얘기하고
96907.0323.wav|그래서 동혁이랑 사실은 저랑 중 2때부터 친구예요
"96907.0324.wav|10년, 10년 친구고 같이 공연도 했었고 학교 축제도 했었고"
96907.0325.wav|뭐 사실은 굉장히 좀
96907.0326.wav|소위 말해서 좀 지질했던 시절부터 굉장히
96907.0327.wav|여러 가지 많이 나누고 있는 친구인데
96907.0328.wav|네 뭐 아무튼
96907.0329.wav|처음으로 제대로 같이 작업해본 트랙이죠 동혁이는 지금 어떻게 보면 프로듀서니까
96907.0330.wav|동혁이가 프로듀서고 제가 플레이어로서 작업한 첫 작업물인 거죠
96907.0331.wav|그래서 제가 이거 처음 듣자마자
96907.0332.wav|나 이거 휘파람이 꼭 들어가야 될 것 같다고
96907.0333.wav|그래서 휘파람을 제가
96907.0334.wav|이 마이크로 이렇게 해서
96907.0335.wav|많이 플랫 됐죠 그런데 플랫 돼서 더 좋은 것 같아요
96907.0336.wav|휘파람을 녹음을 했고 뭐 여자저차해서 그렇게 좀
96907.0337.wav|굉장히 드라마틱하게
96907.0338.wav|못 들어갈 뻔했지만 들어가서 너무 좋아진
96907.0339.wav|그런 노래입니다 'Tokyo'
96907.0340.wav|아직도 굉장히 들으면 쓸쓸하죠
96907.0341.wav|저는 그래요 저는 되게 쓸쓸해요 이 노래 들으면
96907.0342.wav|네 그렇습니다
96907.0343.wav|그리고 'Seoul'
96907.0344.wav|2번 트랙 'Seoul'
96907.0345.wav|이거는 이제 뭐
96907.0346.wav|혼네 제가 굉장히 사랑하는
96907.0347.wav|'Warm On A Cold Night'이 처음 나왔을 때부터 굉장히 좋아했고
96907.0348.wav|공연도 같이 갔다 왔고 이제 그런 인연으로 연락을 하게 돼서
96907.0349.wav|워낙 모든 트랙들이 좋잖아요
96907.0350.wav|그래서 비트를 꼭 받아보고 싶다 내가 언젠가는
96907.0351.wav|내 거를 낼 때 꼭 같이 쓰고 싶다 이렇게 해서 비트를
96907.0352.wav|10개를 보내줬는데 그중에 1번이었어요
96907.0353.wav|1번 'Feel Your Heart Beat' 뭐 이런 제목이었는데
96907.0354.wav|그걸 받아서
96907.0355.wav|이제 뭐 맨날 들으니까
96907.0356.wav|뭐 뮤비 촬영장에서도 듣고 차에서도 듣고
96907.0357.wav|뭘로 쓸까 이러다가
96907.0358.wav|서울에 대해서 써야겠다
96907.0359.wav|언젠가 항상 써보고 싶었거든요
96907.0360.wav|그런데 이 노래에 서울을 쓰면 너무 완벽할 것 같은 거예요
96907.0361.wav|그냥 왠지 그냥 그런 느낌이 들었어요
"96907.0362.wav|왠지, 왠지가 되게 중요하거든요"
96907.0363.wav|영감이라는 게 그냥
96907.0364.wav|왠지 뭐 이런 거에서부터 시작하기 때문에
96907.0365.wav|저한테 그 왠지가 되게 중요했어요 그래서 뭔가 여기다 쓰면 잘 나올 것 같다
96907.0366.wav|가사를 한 한 달 정도 틈틈이 쓰면서 했는데
96907.0367.wav|사랑과 미움이 같다면 같은 말이면 I love you so
96907.0368.wav|I hate you so
96907.0369.wav|이런 말부터 시작을 했어요 훅부터 시작을 했고
96907.0370.wav|그다음에 벌스를 쓰는데 벌스가 한 1년 정도 걸렸습니다
96907.0371.wav|그러니까 1년 안에 내내 고민하면서 쓴 건 아니고요
96907.0372.wav|초안을 만들고 계속 수정해가면서
96907.0373.wav|내가 찾는 말로 내가 쓰고 싶은 표정으로
96907.0374.wav|수정하고
96907.0375.wav|고치는 데 굉장히 한 1년 정도 걸렸어요
96907.0376.wav|그래서 이거를
96907.0377.wav|가사를 컨펌을 나 스스로 한 시기가 1년 정도 전이었어요
96907.0378.wav|17년도 여름 그리고 녹음을
96907.0379.wav|처음에 초안으로 해놨다가 17년도 8월
96907.0380.wav|한 번 처음부터 끝까지 싹 다 하고
96907.0381.wav|그다음에
96907.0382.wav|'MONO' 판 나오기 직전 밤새우면서 할 때 세 번
"96907.0383.wav|다시 했어요, 이 노래를"
96907.0384.wav|왜냐하면 이 노래를 내고 싶다고 했을 때 혼네가 이제
96907.0385.wav|혼네 측에서 디벨롭을 해주는데 비트를 이제 바꿔주는데
96907.0386.wav|소스가 소스감이
96907.0387.wav|사운드 소스감이 바뀌니까 녹음을 다시 했더라고요
96907.0388.wav|그래서 톤을 잡는데
96907.0389.wav|차가운 새벽 공기야
96907.0390.wav|이 톤을 잡는데 굉장히 오래 걸렸어요
96907.0391.wav|굉장히 오래 걸렸어요
96907.0392.wav|왜냐하면 무심한 듯 툭 뱉는데
96907.0393.wav|굉장히 쓸쓸한 느낌을 주고 싶었는데 그 톤이 잘 안 나오더라고요
96907.0394.wav|그래서 도입부가 엄청 오래 걸렸고 가사 쓰는데도 무지 오래 걸렸고
96907.0395.wav|아무튼 제가 아주 아주 아끼는 노래입니다
"96907.0396.wav|너무 너무 오래 걸려서 만든 트랙이죠 뭐 2년 동안 만든 거죠, 사실은"
96907.0397.wav|네
96907.0398.wav|그리고 이 노래는 제가 서울을 생각하는 마음이 가장 잘 드러나는
96907.0399.wav|서울에 대한 헌사이자
"96907.0400.wav|또 네, 제가 가지고 있는 많은"
96907.0401.wav|그런 생각 중에 하나인 것 같아요
96907.0402.wav|생각은 많지만 사실 이런 거를 표현하고 결과물로 구현하는데
96907.0403.wav|굉장히 어려워요 그거 하는 게 뭐 예술하는 사람들이고
96907.0404.wav|혹은 뭐 다른 방식들로 하는 사람들이 많죠 그래서
96907.0405.wav|그런 거를 표현하는 게 굉장히 어려운 건데
96907.0406.wav|다행히 제가 생각하는 만큼
96907.0407.wav|뭐 100%는 아니지만 그래도 굉장히 잘 나와준 트랙이라고 생각하고
96907.0408.wav|그리고 1번 트랙인 'Tokyo' 뒤에 왔을 때 가장 완벽하게 어울리는 곡이라고 생각이 듭니다
96907.0409.wav|이상이고요 그다음에
96907.0410.wav|벌써 30분이야
96907.0411.wav|'Moonchild'죠
"96907.0412.wav|좀 특이해요, 이 노래"
96907.0413.wav|'Moonchild'
96907.0414.wav|많은 분들이 '4시'와의 연관성을 아마 좀
96907.0415.wav|주목을 해주셨을 것 같은데 사실은
96907.0416.wav|'Moonchild'를 처음 쓰기 시작한 게 '4시' 전이에요
96907.0417.wav|그러니까 '4시'로 인해서 저는 'Moonchild'를 스포를 한 셈이죠
96907.0418.wav|많은 분들이 '4시'를 썼으니까 그거에 대해서 'Moonchild'라는 노래를 만들었을 것이다라고
96907.0419.wav|생각을 하실 것 같은데 그런 건 아니고
96907.0420.wav|원래 'Moonchild'라는 플롯을 가지고
96907.0421.wav|작업을 아마 17년도 2월 정도부터 했었던 것 같아요
96907.0422.wav|17년도 2월
96907.0423.wav|문차일드라는 노래를 써야겠다
96907.0424.wav|그냥 그 워딩이 좋았어요 그래서
96907.0425.wav|이 노래는 이제 뭐 간단하게 풀자면
96907.0426.wav|밤이 더 좋은 사람들 밤을...
96907.0427.wav|밤일 때 뭐 어떻게 보면 '4시'랑 비슷한
96907.0428.wav|연관이 되는 건데
96907.0429.wav|낮에 숨막히게
96907.0430.wav|스스로 직업이든 뭐든 그런 일상을 살아내다가 밤에
96907.0431.wav|여러 가지 시선이나
96907.0432.wav|그런 많은 것들에서 벗어났을 때
96907.0433.wav|해방감을 느끼는 사람들
96907.0434.wav|되게 많을 거라고 생각하거든요 특히 현대인들 중에는
"96907.0435.wav|저 같은 사람, 저는 요즘에 그 정도로까지 밤에 무게를 두고 있지는 않아요"
96907.0436.wav|낮도 너무 좋은데 밤이
96907.0437.wav|너무나 저를 해방시켜준다고 생각했을 때 이 노래를 만들었어요
96907.0438.wav|그래서 구웅 하는
96907.0439.wav|메인 악기가 있거든요 그 메인 악기를 우연히
96907.0440.wav|신디사이저에서 찾아서 그 노래를
96907.0441.wav|그 메인 악기로 우웅 하는 걸로 시작을 했고
96907.0442.wav|엘카피탄 우리 이정이 형이 아주...
96907.0443.wav|아니다 이 노래는 히스 형이다
96907.0444.wav|히스 노이즈 형 저희 회사에서 많은
96907.0445.wav|프로듀싱을 담당해주고 있는 히스 형이 굉장히 많이 디벨롭을 해줘서
96907.0446.wav|이제 만든 노래예요
96907.0447.wav|원래는 굉장히 비트를
96907.0448.wav|브릿지 비파트나 사비로 읽는 과정이 좀 많이 힘들었는데 그걸 많이 스무스하게
96907.0449.wav|좀 도와주셨고
96907.0450.wav|사실은 보컬을 이 부분은
96907.0451.wav|보컬을 제가 섭외를 했었어요 제가 완벽하게
96907.0452.wav|이 노래를 불러줬으면 좋겠다라고 하는 사람이 있어서
96907.0453.wav|섭외를 했었는데 잘 안 됐습니다
96907.0454.wav|유일하게 좀 실패한 트랙이고 그래서 제가 불렀어요
96907.0455.wav|얘 노래 왜 이렇게 많이 해 생각하시는데 이게
96907.0456.wav|제가 사비까지 부를 계획이 아니었습니다 그런데
96907.0457.wav|이거 이 사람 아니면 그냥 내가
96907.0458.wav|불러야겠다 싶어서 결국 제가 불렀어요 그래서 이 노래는 가이드 썼습니다
"96907.0459.wav|가이드를, 가이드보다 잘 안 나오더라고요 가이드를 좀 대강 했는데"
96907.0460.wav|가이드를 썼고
96907.0461.wav|뭐 그래도 잘 나와준 것 같아요
96907.0462.wav|그리고 이 노래는 2절을 쓰는데 굉장히 오래 걸려서 2절을 쓴 지가 아마
96907.0463.wav|서너 달이 안 됐을 거예요
96907.0464.wav|작업 자체는 17년도 초부터 했는데
96907.0465.wav|1절까지 다 쓰고 사비까지 쓰고
96907.0466.wav|2절 가사가 엄청 오래 걸렸어요 2절을 만드는데도 오래 걸렸고
96907.0467.wav|그래서 2절까지 썼으니까 이 노래도 거의 2년 가까이 만든 셈이네요
96907.0468.wav|그래서 정말 제가 굉장히 아끼는
96907.0469.wav|모든 Moonchild들에게 바치는 노래죠
96907.0470.wav|그렇습니다
96907.0471.wav|네 그다음에 이제 'Badbye'
96907.0472.wav|이거 진짜 특이하죠
96907.0473.wav|이거...
96907.0474.wav|이것도 한 16년도 말부터 작업했던 것 같은데
96907.0475.wav|이거는 이제 하프소리
96907.0476.wav|하프소리 있잖아요
96907.0477.wav|하프소리에 꽂혀서 하프소리도 노래 만들다가 그다음에 신스로 그 중간에
96907.0478.wav|데크레센도 하면서 전조 하면서 나오는
96907.0479.wav|되게 멋있는 노래가 나올 것 같아서
96907.0480.wav|지금 그렇게 만들었는데 좀 많이 바꼈어요 솔직히 초기형태랑 많이 바꼈고
96907.0481.wav|이 노래를 사실 처음 만들 때부터 이언이 형을
96907.0482.wav|이언이 형을 생각했었던 것 같아요
96907.0483.wav|사실 뭐 이언이 형이나 넬 형님들은
96907.0484.wav|제 어릴 적 히어로죠
96907.0485.wav|있지 않습니까? BGM 도토리 사서 BGM 하는 거
"96907.0486.wav|그 당시에 '날개', '서울은 흐림' 이런 거 '해야' 이런 거 하면 이제 약간"
96907.0487.wav|먹어줬거든요
96907.0488.wav|농담이고 너무
96907.0489.wav|그 히어로 제 어릴 적 히어로들이에요
96907.0490.wav|진짜 제가 이분들  음악을 듣고 너무나 많은 긍정적인 어떤
96907.0491.wav|영향을 받고 자랐기 때문에
96907.0492.wav|그래서 저는 이분들 덕분에 제가 슬픈 음악의 힘으로 슬픔을 치유한다라는
96907.0493.wav|말을 믿게 됐을 정도로 너무 히어로라 제가 이언이 형이랑 이렇게 알게 되면서
96907.0494.wav|아마 이 노래 1년 전에 제가 술집에서 이언이 형 보고
96907.0495.wav|딱 1년 전에 17년도 여름에 술집에서 보고
96907.0496.wav|들려드렸을 거예요 아마 같이 작업도 여러 번 하려고 했었어서
96907.0497.wav|그때 들려드리고 사실 이 노래 사비 형처럼 부르려고 되게 노력했다
96907.0498.wav|형을 막 생각했다해서 뭐 그냥
96907.0499.wav|그런데 이 노래를 이제 뭐 어디다가 낼지를 모르니까 형한테 부탁을 못하고 있다가
96907.0500.wav|이제 이 노래를 여기에 싣게 되면서
96907.0501.wav|제대로 부탁을 했죠
96907.0502.wav|최근에 뵙고 형 집에 가서
96907.0503.wav|좀 이 노래 형이 아니면 안 될 것 같다 이 노래 형이 불러줘야할 것 같다
96907.0504.wav|그래서 뭐 많은 형들 봤겠지만 정말 영광스럽게 사실 뭐
96907.0505.wav|이런 정말 대 정말...
96907.0506.wav|제가 정말 존경하는 형과의 어떤
96907.0507.wav|제 본업도 아니지만 보컬 듀엣을
96907.0508.wav|하게 된 그렇지만 짧아서 더 완벽해진
"96907.0509.wav|노래라고 생각해요, 'Badbye'는"
"96907.0510.wav|그리고 1, 2, 3번과 5, 6, 7을 이어주는 가장 중요한 다리라고 생각하고"
96907.0511.wav|제가 정말 정말 아끼고 특히 특히 피독 형이 굉장히 좋아하던
96907.0512.wav|트랙입니다 이 노래는 뭐 딱히
96907.0513.wav|많이 말할 수 있는 게 없는데
96907.0514.wav|그냥 이언이 형한테 너무 감사드린다고 얘기하고 싶어요 너무 이 노래를 같이 해주셔서
96907.0515.wav|사실은 이 노래보다 조금 더 긴 노래 형과 함께 뭔가를 불렀어야 되는데 아쉽지만
96907.0516.wav|그래도 이 노래는 정말 이언이 형이 아니면 안 됐다
96907.0517.wav|이렇게 생각을 하고 있습니다
96907.0518.wav|그리고 이제 '어긋'
"96907.0519.wav|5번 트랙이죠, '어긋'"
96907.0520.wav|원래 '어긋' 이 노래가 리플렉션이었어요
96907.0521.wav|이 노래 원래 리플렉션이었습니다
96907.0522.wav|원래 비트가 이게 아니었어요 비트를 제가 찍은 거였는데
96907.0523.wav|여러 가지의 모종의 이유로 인해서 리플렉션을 새로 만들었죠
"96907.0524.wav|뚝섬에서라는 노래로 만들었죠, 새로"
96907.0525.wav|원래는 '어긋'이라는 게 리플렉션이었는데
96907.0526.wav|그래서 이제 이걸... 근데 이거 방PD님도 굉장히 좋아하시고
96907.0527.wav|저도 굉장히 아끼는 노래라  남겨놓고 있다가
96907.0528.wav|'어긋'의 아카펠라를 갖다 여기다 붙이면 되게 좋을 것 같다라고 해서
96907.0529.wav|그 노래의 리듬을 좀 바꿔서
96907.0530.wav|넣게 됐어요
96907.0531.wav|그래서 저한테는 조금 마음 아픈 트랙과
96907.0532.wav|여러 가지 그런 기억이 있는 트랙인데
96907.0533.wav|이 노래를 좋아하시는 분들도 있는 것 같아서
96907.0534.wav|무슨 얘기를 하면 좋을까요? 이 노래는
96907.0535.wav|처음에 드럼이 너무 발랄해서
96907.0536.wav|너무 발랄한 거예요 그래서 드럼 바꿔달라고
96907.0537.wav|그러고 이 노래도 결국에는 녹음을 다시 했어요
96907.0538.wav|원래 웬만하면 가이드할 때 정서가 좋은데
96907.0539.wav|노래 녹음을 싹 다시 해서
"96907.0540.wav|좋은 노래라고 생각해요, '어긋'"
"96907.0541.wav|제목이 전 너무 좋아요, 그냥"
96907.0542.wav|'어긋'이라는 제목이 너무 좋았어요
96907.0543.wav|어긋난다는 거에 '어긋'이라는 말이  뭔가 예쁘다기보다는
96907.0544.wav|'어긋' 5번 트랙
96907.0545.wav|그리고 '지나가'
96907.0546.wav|이 노래가 '본보야지 1' 때 제가 혼자 한국으로 와서 3일 동안 쓴 트릭입니다
96907.0547.wav|갑자기 써진 건 아니고
"96907.0548.wav|'본보야지' 전부터 시작해서 '본보야지 1' 때 구체화로 시켰었어요, 머리로"
96907.0549.wav|'지나가'라는 그런 말 많이 하잖아요
96907.0550.wav|이것 또한 지나가리라
96907.0551.wav|이것 또한 지나가리라 이런 말 많이 하고
96907.0552.wav|그리고 저한테 가장 많이 영향을 줬던 말이 뭐냐면
"96907.0553.wav|제 멘토 선생님, 제 심리 여러 가지 상담을 도와주는 선생님께서"
96907.0554.wav|사실상 고통을 더는 방법은 내가 이 고통과 상처가
96907.0555.wav|지나간다고 생각할 수 밖에 없다고 얘기하셨거든요
96907.0556.wav|그래서 그 고통을 이 고통은 언젠가 끝난다  지나간다라고 했을 때
"96907.0557.wav|100, 99, 98 이렇게 떨어지는 걸 기대하고서"
"96907.0558.wav|말을 나에게 외워두는 것밖에, 사실상 고통을 실제로 덜어줄 수 없는 건 없다고 생각한다고"
96907.0559.wav|없다고 생각신 게 아니라 그렇게 얘기를 해주셔서
96907.0560.wav|그 생각을 많이 했었어요
"96907.0561.wav|주문이에요, 주문 나한테 들려주고 싶은 주문이고"
96907.0562.wav|누군가 내가 소중하게 생각하는 사람들한테 들려주고 싶은 주문이고
96907.0563.wav|그래서 '지나가'라는 말을 생각했을 때 초반에 나오는 EP 있잖아요
96907.0564.wav|그게 원래는 기타였어요
96907.0565.wav|원래는 기타에다가 필터를 약간 입혀서 EP 소리처럼 나게 해서
96907.0566.wav|그걸 이제 '본보야지' 끝나고
96907.0567.wav|자... 자숙이 아니라 '본보야지' 스포일러가 되면 안 되니까
96907.0568.wav|가만히 있어라했을 때
96907.0569.wav|저희가 작업실에서 내내 있으면서 3일 동안 비트랑 기타랑 열심히 해서
96907.0570.wav|그 노래를 랩까지 한번에 다 써놨었어요
"96907.0571.wav|그때 완성을 해버렸고, 3일 동안"
"96907.0572.wav|완성해 버리고 묵혀놓고 있었던 거예요, 내내"
96907.0573.wav|이 노래 방PM님이 저번 앨범에 히든트랙으로 쓰자고 하신 적도 있는데
96907.0574.wav|제가 이 노래 너무 아끼는 거라 이건 꼭 제가 하고 싶습니다 이렇게 얘기를 해서
96907.0575.wav|근데 이 노래를 만들다가... 이 노래를 초안을 만들긴 했는데
96907.0576.wav|이 노래는 꼭 뭔가... 넬 형님들이 도와주시면
96907.0577.wav|이 노래가 너무 완벽해질 것 같은 거예요
96907.0578.wav|제가 무의식적으로 영향을 많이 받은 것 같고 그 형님들한테
96907.0579.wav|왜냐하면 제 히어로니까 완전 히어로거든요
"96907.0580.wav|제 슈퍼 히어로, 슈퍼맨이 따로 없고"
"96907.0581.wav|'Tokyo'나 'A.S' 너무 많잖아요, 명곡들"
96907.0582.wav|'12 Seconds'
96907.0583.wav|지금 생각하니까
"96907.0584.wav|'멀어지다' 너무 많잖아요, 좋은 곡들"
96907.0585.wav|너무 많은 그런... 저는 6집 제일 좋아하는데 어쿠스틱
96907.0586.wav|그런데 아무튼... '백색왜성' 너무 좋고 그래서
96907.0587.wav|제가 사실 전혀 접점 없는데 조심스럽게 ANR을 통해서 부탁을 드렸었죠
96907.0588.wav|이 노래 프로듀싱을 도와줬으면 좋겠다
96907.0589.wav|이제 김종완 형님께서 노래를... 문자를 보내주셨는데
96907.0590.wav|지금 노래 4번 정도 들어보고 있는데
96907.0591.wav|너무 마음에 든다 이 노래가 가슴에 와닿는 것 같다라고 해주셔서
96907.0592.wav|정말 영광스럽게도
96907.0593.wav|사실 제 어릴적  영웅들과 같이 직접 프로듀싱 도와주시고
96907.0594.wav|직접 기타 다 쳐주시고 드럼도 쳐주시고 해서
96907.0595.wav|사실 초안보다 너무나 황송하게도 너무나... 환골탈태라고 해야겠죠
96907.0596.wav|환골탈태한 곡이 된 거죠
96907.0597.wav|그리고 믹스도 유명하시잖아요 소리장인으로 유명하시잖아요
96907.0598.wav|그래서 종완 형님이 믹스도 이곡만 거의 6시간 잡아주신 걸로 알고 있어요
96907.0599.wav|계속 저랑 얘기 하시면서 이렇게 했으면 좋겠다  이렇게 했으면 좋겠다 하면서
96907.0600.wav|믹스만 6시간 해주셨고
